,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1868,Hithadhoo,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1869,Taolanaro,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1870,Marrakesh,MA,31.6315,-8.0083,59.07000000000001,72,40,8.05,scattered clouds
1871,Dingle,PH,10.9995,122.6711,81.24999999999996,82,73,6.33,broken clouds
1872,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1873,Hithadhoo,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1874,Barawe,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1875,Jamestown,US,42.097,-79.2353,28.70999999999999,55,100,10.36,overcast clouds
1876,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,93,8.05,overcast clouds
1877,Port Elizabeth,ZA,-33.918,25.5701,62.88999999999997,88,20,26.46,few clouds
1878,Hermanus,ZA,-34.4187,19.2345,55.80000000000001,63,98,10.74,light rain
1879,Nanortalik,GL,60.1432,-45.2371,31.749999999999954,75,97,34.92,snow
1880,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,88,0,7.0,clear sky
1881,Taolanaro,AR,-38.0023,-57.5575,67.07999999999998,88,0,7.0,clear sky
1882,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1883,Longlac,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1884,Ushuaia,AR,-54.8,-68.3,38.75,85,58,10.27,light rain
1885,Santa Maria,BR,-29.6842,-53.8069,61.48000000000003,96,100,3.15,overcast clouds
1886,Hermanus,ZA,-34.4187,19.2345,55.80000000000001,63,98,10.74,light rain
1887,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1888,Chapais,CA,49.7834,-74.8492,4.78000000000003,96,100,3.22,overcast clouds
1889,Ponta Delgada,PT,37.7333,-25.6667,55.51000000000003,62,75,9.22,broken clouds
1890,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1891,Vallenar,CL,-28.5708,-70.7581,71.43999999999997,50,6,2.42,clear sky
1892,Cap Malheureux,MU,-19.9842,57.6142,78.48000000000005,84,84,3.0,broken clouds
1893,Taolanaro,MU,-19.9842,57.6142,78.48000000000005,84,84,3.0,broken clouds
1894,Taltal,CL,-25.4,-70.4833,67.28000000000004,79,23,5.39,few clouds
1895,Bredasdorp,ZA,-34.5322,20.0403,59.140000000000015,58,93,10.07,overcast clouds
1896,Jaciara,BR,-15.9653,-54.9683,73.0,95,96,3.02,overcast clouds
1897,Karabash,RU,55.4808,60.2157,-6.089999999999975,100,82,1.59,broken clouds
1898,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,88,0,7.0,clear sky
1899,Torbay,CA,47.6666,-52.7314,24.58000000000003,82,75,37.98,light shower snow
1900,Shache,CN,38.4167,77.2406,52.209999999999965,32,68,5.32,broken clouds
1901,Grand River South East,CN,38.4167,77.2406,52.209999999999965,32,68,5.32,broken clouds
1902,Taolanaro,CN,38.4167,77.2406,52.209999999999965,32,68,5.32,broken clouds
1903,East London,ZA,-33.0153,27.9116,68.31,94,100,4.65,light rain
1904,Manwath,ZA,-33.0153,27.9116,68.31,94,100,4.65,light rain
1905,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,88,0,7.0,clear sky
1906,Sarkand,KZ,45.41,79.9186,39.15000000000001,86,100,2.37,overcast clouds
1907,Vila Franca Do Campo,PT,37.7167,-25.4333,55.200000000000045,65,97,15.93,overcast clouds
1908,Akhtubinsk,RU,48.2795,46.1722,17.55000000000001,87,11,8.08,few clouds
1909,Nanortalik,GL,60.1432,-45.2371,31.749999999999954,75,97,34.92,snow
1910,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1911,Kalevala,RU,65.2,31.1667,32.87999999999998,99,100,3.98,overcast clouds
1912,Zlin,CZ,49.2267,17.6663,39.52000000000005,53,0,3.0,clear sky
1913,Cidreira,BR,-30.1811,-50.2056,69.28,87,100,13.53,overcast clouds
1914,Shetpe,KZ,44.1667,52.1167,27.80999999999999,78,99,9.01,overcast clouds
1915,Sorland,NO,67.667,12.6934,41.040000000000035,79,87,11.86,overcast clouds
1916,Male,MV,4.1748,73.5089,81.88,75,86,3.91,overcast clouds
1917,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1918,Sisimiut,GL,66.9395,-53.6735,-6.429999999999993,96,100,9.42,overcast clouds
1919,Pangnirtung,CA,66.1451,-65.7125,-26.01000000000002,89,23,6.04,few clouds
1920,Puertollano,ES,38.6871,-4.1073,48.179999999999986,68,100,4.27,overcast clouds
1921,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,70,75,33.38,light intensity shower rain
1922,Vagur,FO,61.4732,-6.8119,45.14000000000002,90,92,17.27,overcast clouds
1923,Balkhash,KZ,46.844,74.9804,34.22999999999998,79,84,10.45,broken clouds
1924,Adrar,MR,20.5022,-10.0711,67.85999999999999,18,0,8.03,clear sky
1925,Grand River South East,MR,20.5022,-10.0711,67.85999999999999,18,0,8.03,clear sky
1926,Bredasdorp,ZA,-34.5322,20.0403,59.140000000000015,58,93,10.07,overcast clouds
1927,Chuy,UY,-33.6971,-53.4616,60.77999999999999,78,2,6.02,clear sky
1928,Dikson,RU,73.5069,80.5464,-5.750000000000014,97,100,16.42,overcast clouds
1929,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1930,Ushuaia,AR,-54.8,-68.3,38.75,85,58,10.27,light rain
1931,Tasiilaq,GL,65.6145,-37.6368,27.140000000000022,93,100,30.42,light snow
1932,Taolanaro,GL,65.6145,-37.6368,27.140000000000022,93,100,30.42,light snow
1933,Labrea,BR,-7.2586,-64.7981,72.99000000000004,99,100,2.33,light rain
1934,Carballo,ES,43.213,-8.691,47.55000000000005,91,100,2.55,overcast clouds
1935,Aswan,EG,24.0934,32.907,56.27999999999999,36,0,15.08,clear sky
1936,Kyshtovka,RU,56.555,76.6271,-10.609999999999992,100,23,6.71,few clouds
1937,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1938,Muzhi,RU,65.3667,64.6667,-3.3000000000000043,100,97,3.33,overcast clouds
1939,Buraydah,SA,26.326,43.975,61.72000000000001,39,38,10.96,scattered clouds
1940,Marzuq,YE,14.4,46.4667,61.50000000000004,52,30,5.5,scattered clouds
1941,Aswan,EG,24.0934,32.907,56.27999999999999,36,0,15.08,clear sky
1942,Jamestown,US,42.097,-79.2353,28.70999999999999,51,100,12.66,overcast clouds
1943,Lagodekhi,GE,41.8268,46.2767,34.7,97,100,2.46,light snow
1944,Nokaneng,BW,-19.6667,22.2667,69.16999999999996,80,87,5.84,overcast clouds
1945,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,88,0,7.0,clear sky
1946,Havoysund,NO,70.9963,24.6622,36.90000000000001,81,64,13.09,broken clouds
1947,Plavinas,LV,56.6178,25.7255,29.189999999999962,94,93,3.65,overcast clouds
1948,Tasiilaq,GL,65.6145,-37.6368,27.140000000000022,93,100,30.42,light snow
1949,Dindigul,IN,10.35,77.95,71.48999999999997,63,94,1.74,overcast clouds
1950,Namibe,AO,-15.1961,12.1522,71.83000000000004,75,99,6.91,overcast clouds
1951,Calbuco,CL,-41.768,-73.1273,56.23,79,38,14.65,scattered clouds
1952,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1953,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1954,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1955,Montego Bay,JM,18.4712,-77.9188,79.79000000000002,81,10,10.07,clear sky
1956,Dolbeau,JM,18.4712,-77.9188,79.79000000000002,81,10,10.07,clear sky
1957,Ushuaia,AR,-54.8,-68.3,38.75,85,58,10.27,light rain
1958,Ponta Do Sol,PT,32.6667,-17.1,57.83000000000004,71,48,26.89,scattered clouds
1959,Chambersburg,US,39.9376,-77.6611,35.850000000000044,52,83,1.01,broken clouds
1960,Ilawa,PL,53.596,19.5685,33.77999999999999,80,0,8.63,clear sky
1961,Manta,EC,-0.95,-80.7333,82.18000000000004,78,40,4.61,scattered clouds
1962,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1963,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1964,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1965,East London,ZA,-33.0153,27.9116,68.31,94,100,4.65,light rain
1966,Chapais,CA,49.7834,-74.8492,4.78000000000003,96,100,3.22,overcast clouds
1967,Cape Town,ZA,-33.9258,18.4232,59.33999999999996,58,93,11.74,overcast clouds
1968,Takoradi,GH,4.8845,-1.7554,75.34,85,79,7.07,broken clouds
1969,Barentsburg,GH,4.8845,-1.7554,75.34,85,79,7.07,broken clouds
1970,Koregaon,IN,18.65,74.0833,74.18999999999997,22,2,5.7,clear sky
1971,Nouadhibou,MR,20.931,-17.0347,63.640000000000015,83,63,25.23,broken clouds
1972,Zeerust,ZA,-25.5369,26.0751,70.86000000000003,50,81,3.15,broken clouds
1973,Ushuaia,AR,-54.8,-68.3,38.75,85,58,10.27,light rain
1974,Pisz,PL,53.6274,21.8125,30.41999999999997,83,6,5.21,clear sky
1975,Atar,MR,20.5169,-13.0499,72.31999999999996,20,0,7.81,clear sky
1976,Najran,SA,17.4924,44.1277,65.16,18,42,2.66,scattered clouds
1977,Coihaique,CL,-45.5752,-72.0662,52.410000000000025,76,40,3.44,scattered clouds
1978,Hermanus,ZA,-34.4187,19.2345,55.80000000000001,63,98,10.74,light rain
1979,Hermanus,ZA,-34.4187,19.2345,55.80000000000001,63,98,10.74,light rain
1980,Hithadhoo,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1981,Thessalon,CA,46.2501,-83.5666,26.889999999999976,91,97,9.62,light snow
1982,Eskisehir,TR,39.7767,30.5206,19.30999999999998,93,0,5.75,clear sky
1983,Maunabo,PR,18.0072,-65.8993,78.63999999999999,79,14,12.08,few clouds
1984,Saint George,US,37.1041,-113.5841,68.63000000000005,13,0,14.97,clear sky
1985,Hithadhoo,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1986,Bredasdorp,ZA,-34.5322,20.0403,59.140000000000015,58,93,10.07,overcast clouds
1987,Namibe,AO,-15.1961,12.1522,71.83000000000004,75,99,6.91,overcast clouds
1988,Reconquista,AR,-29.15,-59.65,65.20999999999998,64,1,4.12,clear sky
1989,Vigrestad,NO,58.5667,5.7,44.27999999999995,61,100,25.72,overcast clouds
1990,Ushuaia,AR,-54.8,-68.3,38.75,85,58,10.27,light rain
1991,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,87,88,12.35,light rain
1992,Hithadhoo,MV,-0.6,73.0833,82.68999999999997,72,93,4.74,overcast clouds
1993,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1994,Taolanaro,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1995,Qaqortoq,GL,60.7167,-46.0333,29.770000000000017,63,100,20.38,light snow
1996,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1997,Amapa,BR,1.0,-52.0,72.9,98,100,1.57,moderate rain
1998,Bredasdorp,ZA,-34.5322,20.0403,59.140000000000015,58,93,10.07,overcast clouds
1999,Ribeira Grande,PT,38.5167,-28.7,56.16,61,97,10.07,overcast clouds
